"idencuesta","c11_w01","c11_w03","c43_w05","c08_01_w01","c08_02_w01","c08_03_w01","c08_04_w01","c08_01_w02","c08_02_w02","c08_03_w02","c08_04_w02","c08_01_w03","c08_02_w03","c08_03_w03","c08_04_w03","c08_01_w04","c08_02_w04","c08_03_w04","c08_04_w04","c08_05_w04","c08_02_w05","c08_04_w05","c08_05_w05","par_mov_w01","par_mov_w02","par_mov_w03","par_mov_w04","par_mov_w05","class_part_3","class_part_4","class_part_5"
5804014,1,1,1,2,1,3,4,1,1,3,3,3,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"2","2","1"
5804015,1,1,1,4,1,1,1,3,1,1,1,4,1,1,1,4,1,1,5,1,1,4,1,2,1,2,2,2,"3","1","3"
5804017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5804021,1,1,2,2,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5804023,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5804025,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,"2","2","1"
5804031,2,2,2,1,1,1,1,3,1,3,1,1,1,1,1,1,2,1,1,1,3,1,5,1,1,1,1,2,"1","3","5"
5804056,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,4,2,1,2,1,1,1,1,2,1,"2","2","1"
5804062,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5804063,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5804065,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5804073,1,1,1,3,3,4,1,1,1,1,1,4,1,1,1,2,3,1,3,3,2,1,4,2,1,2,1,2,"3","1","1"
5804077,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
5804083,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,"2","2","4"
5804091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5804093,1,1,1,4,1,1,4,1,1,1,1,4,1,1,1,1,1,1,3,1,2,4,4,2,1,2,1,2,"3","1","1"
5804101,2,2,1,3,1,1,3,4,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,"3","3","2"
5804102,1,1,1,1,1,1,1,3,1,1,3,2,1,1,3,2,1,1,2,1,1,3,1,1,1,1,1,1,"2","2","4"
5804104,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
5804105,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5804111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5804112,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5804124,2,1,2,4,1,3,3,3,3,3,3,3,1,3,5,3,1,2,5,1,1,4,1,2,1,2,2,2,"3","1","3"
5804125,1,1,2,3,1,1,5,1,1,1,3,4,1,1,5,3,1,1,2,1,1,5,1,2,1,2,1,2,"3","1","1"
6101013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,1,1,1,2,1,"2","2","1"
6101014,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
6101017,1,1,1,2,1,2,3,1,1,1,3,3,1,1,4,2,4,1,3,5,3,4,3,1,1,2,2,2,"3","1","3"
6101023,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"2","2","1"
6101035,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
6101051,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","4"
6101052,2,2,1,1,1,1,3,2,1,1,3,1,1,1,1,3,3,3,1,3,1,3,1,1,1,1,1,1,"1","4","5"
6101062,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
6101064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,2,1,1,1,1,2,1,"2","2","1"
6101081,1,1,1,1,1,2,1,1,1,1,1,3,1,2,1,1,4,1,1,1,1,4,4,1,1,1,2,2,"3","1","1"
6101094,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
6101105,1,1,1,1,3,3,3,1,1,1,1,1,3,1,1,1,3,3,1,1,1,3,1,1,1,1,1,1,"2","2","4"
6101112,2,2,1,1,1,1,1,1,2,4,1,2,1,1,1,1,3,3,1,2,3,1,2,1,2,1,1,1,"1","3","5"
6101113,2,2,1,3,1,1,1,1,1,1,3,2,1,1,3,1,3,1,1,1,1,3,1,1,1,1,1,1,"1","4","5"
6101115,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
6101133,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
6101152,2,2,2,4,1,1,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,"1","4","5"
6101154,1,1,1,3,1,1,1,4,1,1,4,1,1,1,1,1,1,1,5,3,1,1,1,1,2,1,2,1,"3","1","1"
6101171,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
6101194,1,1,1,1,1,1,1,4,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,"2","2","1"
6105032,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
6105033,1,2,1,2,1,1,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
6105042,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,"2","2","4"
6105044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
6105071,2,2,2,1,1,1,3,3,1,1,3,2,1,1,3,3,2,1,4,3,1,3,1,1,1,1,2,1,"1","3","5"
6105072,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
6105074,1,1,1,2,3,1,1,1,3,1,3,1,2,1,3,1,4,1,5,3,3,3,1,1,1,1,2,1,"2","2","1"
6105092,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"2","2","4"
6105103,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
6105113,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
6108012,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
6108031,1,1,1,2,1,1,2,3,1,1,2,1,1,1,2,1,3,1,3,3,2,1,3,1,1,1,1,1,"2","2","4"
6111011,1,1,1,2,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"2","2","1"
6111013,1,1,1,5,2,3,5,5,3,2,4,4,2,2,4,4,2,1,4,2,1,2,1,2,2,2,2,1,"3","1","3"
6310012,1,1,2,3,1,1,1,3,1,1,1,3,1,1,1,3,4,3,1,1,1,1,3,1,1,1,2,1,"2","2","1"
6310013,2,1,2,3,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,"1","4","4"
6310021,1,1,1,1,1,1,3,1,1,1,3,1,1,1,5,1,1,1,4,1,1,5,1,1,1,2,2,2,"3","1","3"
6310032,1,1,2,2,1,1,2,4,1,1,3,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,"2","2","1"
6310035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
6310051,2,1,1,3,3,3,5,2,1,1,5,3,2,2,5,2,3,1,5,2,3,3,3,2,2,2,2,1,"3","1","3"
6310052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
6310063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
6310064,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,4,3,1,1,1,1,2,"2","2","1"
6310081,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
6310082,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
6310091,1,1,1,1,1,1,1,1,1,1,4,2,1,1,3,1,1,1,4,1,1,3,1,1,2,1,2,1,"3","1","1"
6310093,1,2,2,1,1,1,3,3,1,1,1,3,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,"1","4","5"
6310103,1,1,1,3,1,1,1,3,1,1,1,3,1,1,3,2,2,2,3,1,1,3,1,1,1,1,1,1,"2","2","4"
6310111,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,"2","2","4"
6310112,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,"2","2","4"
7101032,1,1,2,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7101042,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7101044,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
7101071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7101091,1,1,1,3,2,1,3,2,2,1,3,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,"2","2","4"
7101092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7101113,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7101121,1,1,1,1,1,1,3,4,4,4,4,3,2,3,2,3,3,3,3,3,1,4,1,1,2,1,1,2,"3","1","1"
7101122,1,1,1,1,1,1,1,3,1,1,2,3,1,1,2,1,1,1,3,1,1,3,1,1,1,1,1,1,"2","2","4"
7101142,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,"1","2","4"
7101163,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7101172,1,1,1,1,1,1,4,1,1,1,3,1,1,1,3,1,1,1,3,1,1,3,1,2,1,1,1,1,"2","2","1"
7101173,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,3,3,1,1,3,1,1,1,1,1,1,1,1,"2","2","4"
7101181,1,1,1,4,1,1,4,4,3,3,3,3,1,1,4,4,5,4,4,5,3,4,5,2,2,2,2,2,"3","1","3"
7101182,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,"2","2","4"
7101191,1,2,2,3,4,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,"3","1","1"
7101203,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
7101212,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7101213,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,1,2,1,1,1,1,1,"1","4","5"
7101232,1,1,1,2,1,1,3,2,3,3,3,1,1,1,3,3,4,1,4,4,1,3,1,1,1,1,2,1,"2","2","1"
7101233,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7102011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7102031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7102043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7102051,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7102052,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
7102053,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
7102072,1,1,1,3,3,1,1,2,1,1,1,1,1,1,1,2,3,2,3,2,1,1,1,1,1,1,1,1,"2","2","4"
7102073,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,"2","2","4"
7102083,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,1,4,1,1,1,1,2,2,"3","1","1"
7102092,1,1,1,2,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,"2","2","4"
7102101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7102111,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,"2","2","1"
7102113,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7102122,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
7102123,1,2,1,3,1,1,4,3,2,1,3,4,1,1,4,3,4,1,4,4,1,3,4,2,1,2,2,2,"3","1","3"
7102142,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7102143,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7102152,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
7102163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7102171,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
7102181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7102183,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7102191,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,2,"2","2","1"
7102201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,1,1,1,1,1,1,1,1,"2","2","4"
7102202,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,"2","2","4"
7102215,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7102222,1,1,2,1,1,1,1,3,1,1,1,3,1,1,3,1,1,1,3,1,1,3,1,1,1,1,1,1,"2","2","4"
7102231,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,1,"2","2","4"
7102233,1,1,2,3,1,1,1,1,1,1,1,4,1,1,4,1,1,1,4,1,1,1,1,1,1,2,2,1,"2","2","1"
7102241,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,"2","2","4"
7102242,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
7102252,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,3,2,1,1,1,1,1,"1","4","5"
7105012,2,1,2,3,1,1,1,2,1,1,3,1,1,1,2,3,1,1,3,3,1,3,2,1,1,1,1,1,"1","4","4"
7401011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,3,3,1,1,1,1,1,"2","2","4"
7401012,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7401023,1,1,1,3,1,1,1,3,1,1,3,3,1,1,1,2,2,1,1,4,1,1,1,1,1,1,2,1,"2","2","1"
7401033,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7401041,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,"1","4","5"
7401052,1,1,2,2,1,1,3,1,1,1,1,1,1,1,3,2,1,1,4,1,1,4,1,1,1,1,2,2,"3","1","1"
7401061,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
7401063,2,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,"1","3","2"
7401082,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
7401083,2,2,1,2,1,1,3,2,1,1,4,1,1,1,5,1,1,1,4,3,1,3,3,1,2,2,2,1,"3","3","2"
7401093,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
7401101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7401102,1,2,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,2,2,"3","1","2"
7401111,2,1,1,1,3,1,2,1,2,1,1,1,2,1,4,1,3,1,5,5,1,4,4,1,1,2,2,2,"3","1","3"
7401112,2,2,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
7401131,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","4"
7401133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,"2","2","1"
7401141,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,4,3,1,1,1,1,2,"2","2","1"
7401143,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,4,2,1,1,1,1,2,"2","2","1"
7401151,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
7401182,2,2,1,3,1,1,1,3,1,1,3,1,1,1,3,2,4,1,4,4,1,3,4,1,1,1,2,2,"3","3","2"
7401192,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7401211,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"2","2","4"
7401221,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7401222,1,2,2,4,1,1,3,4,1,1,2,4,1,1,1,3,1,1,1,1,1,2,3,2,2,2,1,1,"3","1","1"
7401223,1,1,2,2,1,1,2,1,1,1,3,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,"2","2","4"
7401231,2,2,2,1,1,1,1,3,1,1,3,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,"1","4","5"
7401233,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7401253,2,1,1,3,1,3,3,1,1,1,3,1,1,1,1,2,1,1,5,4,1,2,3,1,1,1,2,1,"2","2","1"
7401254,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,"2","2","4"
7404012,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7404013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7404031,1,1,1,3,1,1,3,1,1,1,1,1,1,1,3,1,1,1,3,1,1,3,1,1,1,1,1,1,"2","2","4"
7404033,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7404043,1,1,2,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"2","2","1"
7404062,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7404071,1,1,1,4,4,1,4,1,1,1,3,1,1,1,3,1,1,4,3,1,1,4,1,2,1,1,2,2,"3","1","3"
7404073,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
7404081,1,1,2,4,5,4,4,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,2,1,1,2,1,"2","2","1"
7404082,1,1,1,2,1,1,1,1,1,1,5,3,1,1,4,3,1,1,3,1,1,5,1,1,2,2,1,2,"3","1","1"
7404111,1,1,2,1,1,1,1,3,1,1,3,3,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,"2","2","4"
7404113,1,1,1,2,1,1,3,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7404124,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","4"
7404131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7404132,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7404142,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,5,5,4,5,1,1,1,1,1,1,2,1,"2","2","1"
7404152,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
7404161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7404171,1,1,1,3,1,1,2,3,1,4,1,1,1,1,1,2,1,3,3,1,1,1,1,1,2,1,1,1,"2","2","1"
7404172,1,1,2,3,1,3,1,1,1,3,1,3,1,1,1,4,3,1,1,1,1,1,1,1,1,1,2,1,"2","2","1"
7404173,1,1,1,1,1,1,5,1,1,1,3,1,1,1,3,1,1,1,2,1,1,4,1,2,1,1,1,2,"3","1","1"
7404183,2,2,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
7404191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7404201,2,1,2,1,1,1,1,1,1,1,3,1,1,1,3,3,2,2,3,1,1,2,1,1,1,1,1,1,"1","4","4"
7404202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7404203,1,1,1,3,1,1,3,3,1,1,3,4,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,"2","2","1"
7404211,1,2,2,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,1,2,1,1,"1","4","5"
7404213,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","4"
7404233,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
7404235,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
7404241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,2,3,1,1,1,1,1,"2","2","4"
7404242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7404243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
7404251,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"2","2","4"
7404253,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,"2","2","4"
8101013,1,1,1,3,3,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,4,4,3,2,2,2,2,2,"3","1","3"
8101014,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8101017,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8101025,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8101032,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,3,2,4,1,1,1,1,2,2,"3","1","2"
8101036,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8101037,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8101041,1,1,1,3,2,1,4,2,1,1,4,2,3,1,4,1,5,4,5,5,2,4,5,2,2,2,2,2,"3","1","3"
8101044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
