"idencuesta","c11_w01","c11_w03","c43_w05","c08_02_w01","c08_02_w02","c08_02_w03","c08_02_w04","c08_02_w05","estrato_disenno","segmento_disenno","ponderador02_w05","par_mov_w01","par_mov_w02","par_mov_w03","par_mov_w04","par_mov_w05","class_part_4"
6105072,2,2,2,1,1,1,1,1,6,610507,0.019642336294055,1,1,1,1,1,"1"
6105074,2,2,2,3,3,2,4,3,6,610507,0.0627038180828094,2,2,1,2,2,"2"
6105092,2,2,1,1,1,1,1,1,6,610509,0.0736587569117546,1,1,1,1,1,"1"
6105103,2,2,1,1,1,1,1,1,6,610510,0.0982116758823395,1,1,1,1,1,"1"
6105113,2,2,1,1,1,1,1,1,6,610511,0.106147982180119,1,1,1,1,1,"1"
6108012,1,1,1,1,1,1,1,1,4,610801,0.904956519603729,1,1,1,1,1,"3"
6108031,2,2,2,1,1,1,3,2,4,610803,4.53572607040405,1,1,1,2,1,"4"
6111011,2,2,2,1,1,1,1,1,4,611101,3.02381706237793,1,1,1,1,1,"1"
6111013,2,2,2,2,3,2,2,1,4,611101,5.29168033599854,1,2,1,1,1,"1"
6310012,2,2,1,1,1,1,4,1,6,631001,0.250880688428879,1,1,1,2,1,"4"
6310013,1,2,1,1,1,1,1,1,6,631001,0.334507584571838,1,1,1,1,1,"1"
6310021,2,2,2,1,1,1,1,1,6,631002,0.334507584571838,1,1,1,1,1,"1"
6310032,2,2,1,1,1,1,1,1,6,631003,0.0836268961429596,1,1,1,1,1,"1"
6310035,2,2,2,1,1,1,1,1,6,631003,0.167253792285919,1,1,1,1,1,"1"
6310051,1,2,2,3,1,2,3,3,6,631005,0.390258818864822,2,1,1,2,2,"4"
6310052,2,2,2,1,1,1,1,1,6,631005,0.111502528190613,1,1,1,1,1,"1"
6310063,2,2,2,1,1,1,1,1,6,631006,0.0557512640953064,1,1,1,1,1,"1"
6310064,2,2,2,1,1,1,2,1,6,631006,0.223005056381226,1,1,1,1,1,"1"
6310081,2,2,2,1,1,1,1,1,6,631008,0.0593564286828041,1,1,1,1,1,"1"
6310082,2,2,2,1,1,1,1,1,6,631008,0.237425714731216,1,1,1,1,1,"1"
6310091,2,2,2,1,1,1,1,1,6,631009,0.328084409236908,1,1,1,1,1,"1"
6310093,2,1,1,1,1,1,1,1,6,631009,0.154161512851715,1,1,1,1,1,"3"
6310103,2,2,2,1,1,1,2,1,6,631010,0.187164962291718,1,1,1,1,1,"1"
6310111,2,2,2,1,1,1,1,1,6,631011,0.622450113296509,1,1,1,1,1,"1"
6310112,2,2,1,1,1,1,1,1,6,631011,0.373470097780228,1,1,1,1,1,"1"
7101032,2,2,1,1,1,1,1,1,4,710103,1.89543914794922,1,1,1,1,1,"1"
7101042,2,2,2,1,2,1,1,1,4,710104,0.998198866844177,1,1,1,1,1,"1"
7101044,1,1,2,1,1,1,1,1,4,710104,3.99279546737671,1,1,1,1,1,"3"
7101071,2,2,2,1,1,1,1,1,4,710107,1.8954393863678,1,1,1,1,1,"1"
7101091,2,2,2,2,2,1,1,1,4,710109,1.89543914794922,1,1,1,1,1,"1"
7101092,2,2,2,1,1,1,1,1,4,710109,0.947719573974609,1,1,1,1,1,"1"
7101113,2,2,1,1,1,1,1,1,4,710111,0.710789740085602,1,1,1,1,1,"1"
7101121,2,2,2,1,4,2,3,1,4,710112,0.947719573974609,1,2,1,2,1,"4"
7101122,2,2,2,1,1,1,1,1,4,710112,1.99639773368835,1,1,1,1,1,"1"
7101142,2,1,2,1,1,1,1,1,4,710114,0.473859786987305,1,1,1,1,1,"3"
7101163,2,2,1,1,1,1,1,1,4,710116,3.99279546737671,1,1,1,1,1,"1"
7101172,2,2,2,1,1,1,1,1,4,710117,0.631813049316406,1,1,1,1,1,"1"
7101173,2,2,2,1,1,2,3,1,4,710117,2.99459671974182,1,1,1,2,1,"4"
7101181,2,2,2,1,3,1,5,3,4,710118,0.592324733734131,1,2,1,2,2,"4"
7101182,1,2,2,1,1,1,2,1,4,710118,0.236929893493652,1,1,1,1,1,"1"
7101191,2,1,1,4,1,1,1,1,4,710119,0.477018862962723,2,1,1,1,1,"3"
7101203,2,1,1,1,1,1,1,1,4,710120,0.998198866844177,1,1,1,1,1,"3"
7101212,1,2,2,1,1,1,3,1,4,710121,0.710789620876312,1,1,1,2,1,"4"
7101213,2,1,1,1,1,1,3,1,4,710121,0.118464946746826,1,1,1,2,1,"3"
7101232,2,2,2,1,3,1,4,1,4,710123,0.710789740085602,1,2,1,2,1,"4"
7101233,2,2,2,1,1,1,1,1,4,710123,1.12297379970551,1,1,1,1,1,"1"
7102011,2,2,2,1,1,1,1,1,5,710201,0.480732947587967,1,1,1,1,1,"1"
7102031,2,2,2,1,1,1,1,1,5,710203,0.190175876021385,1,1,1,1,1,"1"
7102043,2,2,2,1,1,1,1,1,5,710204,0.360549688339233,1,1,1,1,1,"1"
7102051,1,2,2,1,1,1,1,1,5,710205,0.180274873971939,1,1,1,1,1,"1"
7102052,1,1,2,1,1,1,1,1,5,710205,0.0901374369859695,1,1,1,1,1,"3"
7102053,1,1,1,1,1,1,1,1,5,710205,0.0285263825207949,1,1,1,1,1,"3"
7102072,2,2,2,3,1,1,3,1,5,710207,0.54082465171814,2,1,1,2,1,"4"
7102073,1,2,2,1,1,1,1,1,5,710207,0.22821107506752,1,1,1,1,1,"1"
7102083,2,2,1,1,1,1,3,1,5,710208,0.480732947587967,1,1,1,2,1,"4"
7102092,2,2,2,2,1,1,1,1,5,710209,0.0285263787955046,1,1,1,1,1,"1"
7102101,2,2,2,1,1,1,1,1,5,710210,1.44219899177551,1,1,1,1,1,"1"
7102111,2,2,2,1,1,1,1,1,5,710211,0.202809244394302,1,1,1,1,1,"1"
7102113,1,2,2,1,1,1,1,1,5,710211,0.0427895821630955,1,1,1,1,1,"1"
7102122,1,1,1,1,1,1,1,1,5,710212,0.360549747943878,1,1,1,1,1,"3"
7102123,2,1,2,1,2,1,4,1,5,710212,0.152140706777573,1,1,1,2,1,"4"
7102142,2,2,2,2,1,1,1,1,5,710214,0.721099495887756,1,1,1,1,1,"1"
7102143,2,2,2,1,1,1,3,1,5,710214,0.228211060166359,1,1,1,2,1,"4"
7102152,1,1,1,1,1,1,1,1,5,710215,0.114105530083179,1,1,1,1,1,"3"
7102163,2,2,2,1,1,1,1,1,5,710216,0.360549747943878,1,1,1,1,1,"1"
7102171,2,1,1,1,1,1,1,1,5,710217,0.152140706777573,1,1,1,1,1,"3"
7102181,2,2,2,1,1,1,1,1,5,710218,0.152140706777573,1,1,1,1,1,"1"
7102183,2,2,1,1,1,1,1,1,5,710218,0.360549747943878,1,1,1,1,1,"1"
7102191,2,2,2,1,1,1,1,1,5,710219,0.180274873971939,1,1,1,1,1,"1"
7102201,2,2,2,1,1,1,2,1,5,710220,0.0713159516453743,1,1,1,1,1,"1"
7102202,2,2,2,2,1,1,1,1,5,710220,0.0142631912603974,1,1,1,1,1,"1"
7102215,2,2,1,1,1,1,1,1,5,710221,0.0285263825207949,1,1,1,1,1,"1"
7102222,2,2,1,1,1,1,1,1,5,710222,0.405618488788605,1,1,1,1,1,"1"
7102231,2,2,1,1,1,1,1,1,5,710223,0.02852638438344,1,1,1,1,1,"1"
7102233,2,2,1,1,1,1,1,1,5,710223,0.02852638438344,1,1,1,1,1,"1"
7102241,2,2,2,1,1,1,1,1,5,710224,0.0380351766943932,1,1,1,1,1,"1"
7102242,1,1,1,1,1,1,1,1,5,710224,0.360549688339233,1,1,1,1,1,"3"
7102252,1,1,1,1,1,1,1,1,5,710225,0.0855791494250298,1,1,1,1,1,"3"
7105012,1,2,1,1,1,1,1,1,4,710501,1.26362609863281,1,1,1,1,1,"1"
7401011,2,2,2,1,1,1,1,1,5,740101,0.264144480228424,1,1,1,1,1,"1"
7401012,2,2,2,1,1,1,1,1,5,740101,0.528288960456848,1,1,1,1,1,"1"
7401023,2,2,2,1,1,1,2,1,5,740102,0.264144480228424,1,1,1,1,1,"1"
7401033,2,2,1,1,1,1,1,1,5,740103,0.462252855300903,1,1,1,1,1,"1"
7401041,1,1,2,1,1,1,1,1,5,740104,6.67713308334351,1,1,1,1,1,"3"
7401052,2,2,1,1,1,1,1,1,5,740105,0.880481660366058,1,1,1,1,1,"1"
7401061,2,1,2,1,1,1,1,1,5,740106,0.176096305251122,1,1,1,1,1,"3"
7401063,1,1,2,2,1,1,1,1,5,740106,0.440240830183029,1,1,1,1,1,"3"
7401082,2,1,1,1,1,1,1,1,5,740108,0.104330204427242,1,1,1,1,1,"3"
7401083,1,1,2,1,1,1,1,1,5,740108,0.104330204427242,1,1,1,1,1,"3"
7401093,1,1,1,1,1,1,1,1,5,740109,0.521651029586792,1,1,1,1,1,"3"
7401101,2,2,2,1,1,1,1,1,5,740110,0.352192670106888,1,1,1,1,1,"1"
7401102,2,1,2,1,1,1,1,1,5,740110,1.11285555362701,1,1,1,1,1,"3"
7401111,1,2,2,3,2,2,3,1,5,740111,0.165090307593346,2,1,1,2,1,"4"
7401112,1,1,1,1,1,1,1,1,5,740111,0.066036120057106,1,1,1,1,1,"3"
7401131,1,2,1,1,1,1,1,1,5,740113,0.176096335053444,1,1,1,1,1,"1"
7401133,2,2,2,1,1,1,1,1,5,740113,0.352192670106888,1,1,1,1,1,"1"
7401141,2,2,2,1,1,1,3,1,5,740114,0.625981211662292,1,1,1,2,1,"4"
7401143,1,2,2,1,1,1,1,1,5,740114,0.782476484775543,1,1,1,1,1,"1"
7401151,1,1,1,1,1,1,1,1,5,740115,0.247635453939438,1,1,1,1,1,"3"
7401182,1,1,2,1,1,1,4,1,5,740118,1.11285555362701,1,1,1,2,1,"3"
7401192,2,2,1,1,1,1,1,1,5,740119,0.176096335053444,1,1,1,1,1,"1"
7401211,2,2,2,1,1,1,1,1,5,740121,0.176096335053444,1,1,1,1,1,"1"
7401221,2,2,1,1,1,1,1,1,5,740122,0.033018060028553,1,1,1,1,1,"1"
7401222,2,1,1,1,1,1,1,1,5,740122,0.132072240114212,1,1,1,1,1,"3"
7401223,2,2,1,1,1,1,1,1,5,740122,0.165090307593346,1,1,1,1,1,"1"
7401231,1,1,1,1,1,1,1,1,5,740123,0.165090307593346,1,1,1,1,1,"3"
7401233,1,2,2,1,1,1,1,1,5,740123,0.099054180085659,1,1,1,1,1,"1"
7401253,1,2,2,1,1,1,1,1,5,740125,0.278213888406754,1,1,1,1,1,"1"
7401254,2,2,2,1,1,1,1,1,5,740125,0.352192670106888,1,1,1,1,1,"1"
7404012,2,2,1,1,1,1,1,1,5,740401,0.0381924547255039,1,1,1,1,1,"1"
7404013,2,2,2,1,1,1,3,1,5,740401,0.114577353000641,1,1,1,2,1,"4"
7404031,2,2,2,1,1,1,1,1,5,740403,0.11457733809948,1,1,1,1,1,"1"
7404033,2,2,1,1,1,1,1,1,5,740403,0.152769789099693,1,1,1,1,1,"1"
7404043,2,2,1,1,1,1,1,1,5,740404,0.229154720902443,1,1,1,1,1,"1"
7404062,2,2,1,1,1,1,1,1,5,740406,0.482720762491226,1,1,1,1,1,"1"
7404071,2,2,2,4,1,1,1,1,5,740407,0.190962240099907,2,1,1,1,1,"1"
7404073,2,1,2,1,1,1,1,1,5,740407,0.241360381245613,1,1,1,1,1,"3"
7404081,2,2,1,5,1,1,1,1,5,740408,0.229154720902443,2,1,1,1,1,"1"
7404082,2,2,2,1,1,1,1,1,5,740408,0.724081218242645,1,1,1,1,1,"1"
7404111,2,2,1,1,1,1,1,1,5,740411,0.241360381245613,1,1,1,1,1,"1"
7404113,2,2,2,1,1,1,1,1,5,740411,0.11457733809948,1,1,1,1,1,"1"
7404124,1,2,1,1,1,1,1,1,5,740412,0.381924510002136,1,1,1,1,1,"1"
7404131,2,2,2,1,1,1,2,1,5,740413,0.114577360451221,1,1,1,1,1,"1"
7404132,2,2,1,1,1,1,1,1,5,740413,0.114577360451221,1,1,1,1,1,"1"
7404142,2,2,2,1,1,3,5,1,5,740414,0.362040549516678,1,1,2,2,1,"4"
7404152,2,1,1,1,1,1,1,1,5,740415,0.229154720902443,1,1,1,1,1,"3"
7404161,2,2,2,1,1,1,1,1,5,740416,0.120680198073387,1,1,1,1,1,"1"
7404171,2,2,2,1,1,1,1,1,5,740417,0.0763848945498466,1,1,1,1,1,"1"
7404172,2,2,1,1,1,1,3,1,5,740417,0.11457733809948,1,1,1,2,1,"4"
7404173,2,2,2,1,1,1,1,1,5,740417,0.482720762491226,1,1,1,1,1,"1"
7404183,1,1,2,1,1,1,1,1,5,740418,0.190962240099907,1,1,1,1,1,"3"
7404191,2,2,2,1,1,1,1,1,5,740419,0.724081099033356,1,1,1,1,1,"1"
7404201,1,2,1,1,1,1,2,1,5,740420,0.362040579319,1,1,1,1,1,"1"
7404202,2,2,2,1,1,1,1,1,5,740420,0.190962240099907,1,1,1,1,1,"1"
7404203,2,2,2,1,1,1,1,1,5,740420,0.152769818902016,1,1,1,1,1,"1"
7404211,2,1,1,1,1,1,1,1,5,740421,0.286443322896957,1,1,1,1,1,"3"
7404213,1,2,1,1,1,1,1,1,5,740421,0.181020274758339,1,1,1,1,1,"1"
7404233,1,1,1,1,1,1,1,1,5,740423,0.181020304560661,1,1,1,1,1,"3"
7404235,1,1,1,1,1,1,1,1,5,740423,0.543060898780823,1,1,1,1,1,"3"
7404241,2,2,2,1,1,1,2,1,5,740424,0.482720792293549,1,1,1,1,1,"1"
7404242,2,2,2,1,1,1,1,1,5,740424,0.0763849094510078,1,1,1,1,1,"1"
7404243,2,2,2,1,1,1,1,1,5,740424,0.120680198073387,1,1,1,1,1,"1"
7404251,2,2,1,1,1,1,1,1,5,740425,0.362040549516678,1,1,1,1,1,"1"
7404253,2,2,1,1,1,1,1,3,5,740425,0.181020274758339,1,1,1,1,2,"1"
8101013,2,2,2,3,4,4,4,4,3,810101,1.55090880393982,2,2,2,2,2,"2"
8101014,2,2,1,1,1,1,1,1,3,810101,0.516969561576843,1,1,1,1,1,"1"
8101017,2,2,1,1,1,1,1,1,3,810101,0.288752049207687,1,1,1,1,1,"1"
8101025,2,2,2,1,1,1,1,1,3,810102,0.962506830692291,1,1,1,1,1,"1"
8101032,2,1,2,1,1,1,1,2,3,810103,1.92501366138458,1,1,1,1,1,"3"
8101036,2,2,2,1,1,1,1,1,3,810103,0.641671180725098,1,1,1,1,1,"1"
8101037,2,2,1,1,1,1,1,1,3,810103,1.14882123470306,1,1,1,1,1,"1"
8101041,2,2,2,2,1,3,5,2,3,810104,0.695577383041382,1,1,2,2,1,"4"
8101044,2,2,2,1,1,1,1,1,3,810104,0.129504323005676,1,1,1,1,1,"1"
8101048,2,2,2,5,5,5,4,2,3,810104,0.647521615028381,2,2,2,2,1,"2"
8101052,1,1,1,1,1,1,1,2,3,810105,3.23105978965759,1,1,1,1,1,"3"
8101061,2,2,2,1,1,1,3,1,3,810106,0.2297642827034,1,1,1,2,1,"4"
8101063,2,2,2,1,1,1,1,1,3,810106,0.919057130813599,1,1,1,1,1,"1"
8101064,2,2,2,1,1,1,2,1,3,810106,0.385002732276917,1,1,1,1,1,"1"
8101066,1,2,2,1,1,1,1,1,3,810106,0.256668537855148,1,1,1,1,1,"1"
8101068,1,2,1,1,1,1,1,1,3,810106,0.385002732276917,1,1,1,1,1,"1"
8101071,1,1,1,1,1,1,1,1,3,810107,0.451175004243851,1,1,1,1,1,"3"
8101078,2,2,2,3,3,3,3,1,3,810107,0.75195848941803,2,2,2,2,1,"2"
8101079,2,2,1,1,1,1,1,1,3,810107,0.300783395767212,1,1,1,1,1,"1"
8101084,2,2,2,2,1,3,2,1,3,810108,0.962506711483002,1,1,2,1,1,"1"
8101091,2,2,1,1,1,1,1,1,3,810109,0.427780866622925,1,1,1,1,1,"1"
8101092,2,2,2,1,1,1,2,1,3,810109,0.106945216655731,1,1,1,1,1,"1"
8101094,2,2,2,1,1,1,1,1,3,810109,0.382940471172333,1,1,1,1,1,"1"
8101095,2,2,2,1,1,1,1,1,3,810109,0.95735114812851,1,1,1,1,1,"1"
8101098,2,2,2,1,1,1,1,1,3,810109,0.427780866622925,1,1,1,1,1,"1"
8101101,2,1,2,1,1,3,1,1,3,810110,2.1054835319519,1,1,2,1,1,"4"
8101103,1,1,1,1,1,1,1,1,3,810110,1.25652325153351,1,1,1,1,1,"3"
8101104,1,2,1,1,1,1,1,1,3,810110,1.75456964969635,1,1,1,1,1,"1"
8101111,2,2,1,1,1,1,1,1,3,810111,0.150391697883606,1,1,1,1,1,"1"
8101112,2,1,1,1,1,1,1,1,3,810111,0.300783395767212,1,1,1,1,1,"3"
8101113,2,2,2,1,3,3,1,1,3,810111,0.150391697883606,1,2,2,1,1,"4"
8101114,2,1,2,1,1,1,1,1,3,810111,0.538509964942932,1,1,1,1,1,"3"
8101115,1,1,1,1,1,1,1,1,3,810111,0.134627491235733,1,1,1,1,1,"3"
8101116,2,2,2,1,3,1,1,1,3,810111,0.269254982471466,1,2,1,1,1,"1"
8101117,2,2,2,1,1,1,1,1,3,810111,0.225587517023087,1,1,1,1,1,"1"
8101118,2,2,2,4,3,3,2,1,3,810111,0.225587517023087,2,2,2,1,1,"2"
8101127,2,2,2,3,3,3,3,2,3,810112,0.27869787812233,2,2,2,2,1,"2"
8101128,1,2,1,1,1,1,1,1,3,810112,0.464496463537216,1,1,1,1,1,"1"
8101145,1,1,1,1,1,1,2,1,3,810114,1.29242396354675,1,1,1,1,1,"3"
8101163,1,2,2,1,2,2,1,1,3,810116,0.370194941759109,1,1,1,1,1,"1"
8101165,2,1,2,1,1,1,2,3,3,810116,0.331390768289566,1,1,1,1,2,"4"
8101171,1,2,1,1,1,1,1,1,3,810117,1.38823103904724,1,1,1,1,1,"1"
8101187,2,2,1,1,1,1,1,1,3,810118,0.831553399562836,1,1,1,1,1,"1"
8101211,1,1,2,1,1,1,1,1,3,810121,1.15500807762146,1,1,1,1,1,"3"
8101214,2,2,2,1,1,1,1,1,3,810121,1.44376015663147,1,1,1,1,1,"1"
8101215,2,2,2,1,1,1,2,1,3,810121,0.57750403881073,1,1,1,1,1,"1"
8101216,1,2,1,1,1,1,1,1,3,810121,1.73251211643219,1,1,1,1,1,"1"
8101222,1,1,2,1,1,1,2,1,3,810122,1.43602657318115,1,1,1,1,1,"3"
8101223,2,1,1,1,1,1,1,1,3,810122,0.718013286590576,1,1,1,1,1,"3"
8101224,2,2,2,1,1,1,1,1,3,810122,1.43602657318115,1,1,1,1,1,"1"
8101225,1,1,2,1,1,1,4,3,3,810122,0.718013286590576,1,1,1,2,2,"4"
8101228,1,1,1,1,1,1,1,1,3,810122,0.802088975906372,1,1,1,1,1,"3"
8101246,2,2,2,1,1,1,1,1,3,810124,1.80470013618469,1,1,1,1,1,"1"
8101247,2,2,2,1,1,1,1,1,3,810124,2.4062671661377,1,1,1,1,1,"1"
8101251,2,2,2,1,1,1,1,1,3,810125,0.962506830692291,1,1,1,1,1,"1"
8101253,2,2,2,3,1,1,3,1,3,810125,2.16564035415649,2,1,1,2,1,"4"
8101255,2,1,2,3,3,3,3,3,3,810125,0.240626707673073,2,2,2,2,2,"2"
8102011,2,2,2,1,1,1,1,1,3,810201,1.03085052967072,1,1,1,1,1,"1"
8102013,2,2,1,1,1,1,1,1,3,810201,3.09255123138428,1,1,1,1,1,"1"
8102021,2,2,2,1,1,1,1,1,3,810202,1.00675988197327,1,1,1,1,1,"1"
8102022,2,2,2,1,1,3,3,1,3,810202,2.25307583808899,1,1,2,2,1,"4"
8102023,2,2,2,1,1,1,1,1,3,810202,0.75506991147995,1,1,1,1,1,"1"
8102024,2,2,2,1,1,1,1,1,3,810202,0.503379940986633,1,1,1,1,1,"1"
8102025,2,2,2,1,1,1,1,1,3,810202,1.76182973384857,1,1,1,1,1,"1"
8102032,2,2,1,1,1,1,1,1,3,810203,0.481253415346146,1,1,1,1,1,"1"
8102035,2,2,2,1,1,3,3,1,3,810203,1.92501366138458,1,1,2,2,1,"4"
8102043,2,2,2,1,1,1,1,1,3,810204,0.962506830692291,1,1,1,1,1,"1"
8102045,2,2,2,1,1,1,1,1,3,810204,0.481253415346146,1,1,1,1,1,"1"
8102052,1,1,2,1,1,1,1,1,3,810205,2.88752031326294,1,1,1,1,1,"3"
8102063,2,2,1,-999,1,1,1,1,3,810206,1.14882123470306,1,1,1,1,1,"1"
8102066,2,2,2,1,1,1,1,1,3,810206,0.320835590362549,1,1,1,1,1,"1"
8102072,2,2,2,1,1,1,1,1,3,810207,1.72323167324066,1,1,1,1,1,"1"
8102073,2,2,2,1,5,1,4,2,3,810207,0.962506711483002,1,2,1,2,1,"4"
8102074,2,2,2,1,1,1,1,1,3,810207,0.481253355741501,1,1,1,1,1,"1"
8102075,2,2,2,1,1,2,1,1,3,810207,0.481253355741501,1,1,1,1,1,"1"
8102081,2,1,1,1,3,3,3,1,3,810208,1.20313358306885,1,2,2,2,1,"4"
8102082,2,2,1,1,1,1,1,1,3,810208,1.07701992988586,1,1,1,1,1,"1"
8102085,2,2,2,4,1,1,4,4,3,810208,1.20313358306885,2,1,1,2,2,"4"
8102086,2,2,2,4,1,1,1,1,3,810208,0.601566791534424,2,1,1,1,1,"1"
8102093,1,1,1,1,1,1,1,1,3,810209,0.721880078315735,1,1,1,1,1,"3"
8102101,2,2,2,1,1,1,1,1,3,810210,3.23105978965759,1,1,1,1,1,"1"
8102102,2,2,2,1,1,1,1,1,3,810210,2.58484792709351,1,1,1,1,1,"1"
8102115,1,2,1,1,1,1,1,1,3,810211,2.05429649353027,1,1,1,1,1,"1"
8103014,2,2,1,2,1,1,1,1,3,810301,0.322378069162369,1,1,1,1,1,"1"
8103033,2,1,1,1,1,1,1,1,3,810303,0.112473234534264,1,1,1,1,1,"3"
8103034,1,2,2,2,1,1,2,1,3,810303,0.337419718503952,1,1,1,1,1,"1"
8103035,1,2,2,1,3,1,3,1,3,810303,0.449892938137054,1,2,1,2,1,"4"
8103036,2,2,1,1,1,1,1,1,3,810303,0.112473234534264,1,1,1,1,1,"1"
8103038,2,2,1,1,1,1,1,1,3,810303,0.112473234534264,1,1,1,1,1,"1"
8103043,2,1,1,1,1,1,1,1,3,810304,1.06465446949005,1,1,1,1,1,"3"
8103045,2,2,2,1,1,1,1,1,3,810304,0.35488486289978,1,1,1,1,1,"1"
8103052,2,1,1,1,1,1,1,1,3,810305,0.329736471176147,1,1,1,1,1,"3"
8103053,2,2,2,3,1,1,5,4,3,810305,0.164868235588074,2,1,1,2,2,"4"
8103055,2,2,2,1,1,1,1,1,3,810305,0.412170588970184,1,1,1,1,1,"1"
8103058,2,2,2,1,1,1,1,1,3,810305,0.737932920455933,1,1,1,1,1,"1"
8103074,1,1,2,1,1,1,1,1,3,810307,1.23088002204895,1,1,1,1,1,"3"
8103075,2,2,1,1,1,1,1,1,3,810307,0.687504947185516,1,1,1,1,1,"1"
8103076,2,1,1,1,1,1,1,1,3,810307,0.515628635883331,1,1,1,1,1,"3"
8103081,1,2,2,1,1,1,1,1,3,810308,0.143741026520729,1,1,1,1,1,"1"
8103083,1,2,2,1,3,1,3,1,3,810308,0.718705177307129,1,2,1,2,1,"4"
8103084,2,1,1,1,1,1,1,1,3,810308,0.143741026520729,1,1,1,1,1,"3"
8103085,2,2,2,1,1,1,1,1,3,810308,0.0802861824631691,1,1,1,1,1,"1"
8103088,2,2,2,1,1,1,1,1,3,810308,0.143741026520729,1,1,1,1,1,"1"
8103091,1,2,2,1,1,1,1,1,3,810309,0.333175420761108,1,1,1,1,1,"1"
8103092,2,2,2,1,1,1,3,4,3,810309,0.222116947174072,1,1,1,2,2,"4"
8103094,2,2,2,4,3,3,1,1,3,810309,0.111058473587036,2,2,2,1,1,"2"
8103095,2,2,2,1,1,1,3,1,3,810309,0.795337855815887,1,1,1,2,1,"4"
8103096,2,2,2,1,3,1,2,1,3,810309,0.333175420761108,1,2,1,1,1,"1"
8105013,2,1,2,1,1,3,3,1,3,810501,0.555292427539825,1,1,2,2,1,"4"
8105015,2,2,2,1,1,1,1,1,3,810501,0.745629191398621,1,1,1,1,1,"1"
8106013,2,2,2,1,2,1,1,1,3,810601,0.441854327917099,1,1,1,1,1,"1"
8106014,2,2,2,3,3,2,4,1,3,810601,0.441854327917099,2,2,1,2,1,"4"
8106015,2,2,2,1,1,1,1,1,3,810601,0.370194941759109,1,1,1,1,1,"1"
8106024,1,2,1,1,1,1,1,1,3,810602,0.123398318886757,1,1,1,1,1,"1"
8106025,2,2,1,1,1,1,1,1,3,810602,0.246796637773514,1,1,1,1,1,"1"
8106032,2,2,1,1,1,1,1,1,3,810603,0.740389823913574,1,1,1,1,1,"1"
8106034,2,1,1,1,1,1,1,1,3,810603,0.246796637773514,1,1,1,1,1,"3"
8106036,2,2,2,1,1,1,1,1,3,810603,0.441854327917099,1,1,1,1,1,"1"
8106045,2,2,2,1,1,1,1,1,3,810604,2.58484792709351,1,1,1,1,1,"1"
8106051,2,2,2,1,1,1,1,1,3,810605,0.802088856697083,1,1,1,1,1,"1"
8106053,2,1,1,1,1,1,1,1,3,810605,0.802088856697083,1,1,1,1,1,"3"
8106055,2,2,2,1,1,1,1,1,3,810605,2.80731153488159,1,1,1,1,1,"1"
8106065,2,2,2,3,1,1,1,1,3,810606,0.555292427539825,2,1,1,1,1,"1"
8107025,2,2,2,1,1,1,1,1,3,810702,0.240626707673073,1,1,1,1,1,"1"
8107031,2,2,2,3,1,1,1,1,3,810703,1.80470013618469,2,1,1,1,1,"1"
8107035,2,2,1,3,1,1,1,1,3,810703,2.58484792709351,2,1,1,1,1,"1"
8107041,2,2,1,1,1,1,1,1,3,810704,1.14882123470306,1,1,1,1,1,"1"
8107042,2,2,2,1,1,3,3,1,3,810704,1.72323191165924,1,1,2,2,1,"4"
8108013,1,2,2,1,1,1,1,1,3,810801,0.555292427539825,1,1,1,1,1,"1"
8108022,1,1,1,1,1,1,2,3,3,810802,2.15403985977173,1,1,1,1,2,"3"
8108023,2,2,2,1,1,1,1,1,3,810802,1.20313358306885,1,1,1,1,1,"1"
8108026,2,2,2,1,1,1,1,1,3,810802,0.962506830692291,1,1,1,1,1,"1"
8108034,2,2,2,1,1,1,1,1,3,810803,0.966529548168182,1,1,1,1,1,"1"
8108041,1,1,1,1,3,1,1,1,3,810804,0.371770262718201,1,2,1,1,1,"3"
8108043,2,2,1,1,1,1,1,1,3,810804,0.371770262718201,1,1,1,1,1,"1"
8108045,1,2,1,1,1,1,1,1,3,810804,0.278827697038651,1,1,1,1,1,"1"
8108052,1,1,2,1,1,1,1,1,3,810805,0.111058488488197,1,1,1,1,1,"3"
8108053,2,2,2,1,1,1,1,1,3,810805,0.444233953952789,1,1,1,1,1,"1"
8108054,1,1,1,1,1,1,3,1,3,810805,0.596503376960754,1,1,1,2,1,"3"
8108055,1,1,1,1,1,1,1,1,3,810805,0.222116976976395,1,1,1,1,1,"3"
8108056,1,1,2,3,1,1,1,1,3,810805,0.333175450563431,2,1,1,1,1,"3"
8108062,1,1,1,1,1,1,1,1,3,810806,2.16564035415649,1,1,1,1,1,"3"
8108064,2,2,1,1,1,1,1,1,3,810806,0.721880078315735,1,1,1,1,1,"1"
8108071,2,2,1,1,1,1,1,1,3,810807,1.92501366138458,1,1,1,1,1,"1"
8108072,2,2,2,1,1,1,1,1,3,810807,0.86161595582962,1,1,1,1,1,"1"
8108081,2,2,2,1,1,1,1,1,3,810808,0.497086137533188,1,1,1,1,1,"1"
8108094,2,2,2,1,1,1,1,1,3,810809,1.72323191165924,1,1,1,1,1,"1"
8108095,2,2,2,2,2,1,1,1,3,810809,0.641671121120453,1,1,1,1,1,"1"
8108097,2,2,2,3,1,2,1,1,3,810809,1.72323191165924,2,1,1,1,1,"1"
8108101,2,2,2,1,1,1,3,1,3,810810,1.72323191165924,1,1,1,2,1,"4"
